DATASET;INSTITUTION_NAME;INSTITUTION_CODE;COLLECTION_CODE;CATALOG_NUMBER;REG_ID;SPECIES_NAME;INSTITUTION_CODE_1;LATITUDE;LONGITUDE;GEO_PRECISION_LEVEL;GEOREFERENCING_COMMENTS;REGISTERED_BY;SACC;YEAR;MONTH;DAY;ORIGINAL_DATE;COUNTRY;DEPARTMENT;MUNICIPALITY;STANDARDIZD_LOCALITY;ORIGINAL_LOCALITY;ORIGINAL_ELEVATION;COMMENTS ON ID;MIGRATORY;RECORD_ID;SEX
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154649;684232;Catharus ustulatus;MVZ;694371;-73213627;3;Coordenadas corresponden al sector El Cedrito, al S del municipio de Girón a 1000 msnm;M. A. Carriker Jr.;2710;1964;10;15;10/15/1964;Colombia;Santander;Girón;Cedrito (1000m);El Cedrito;1000;KEN;1;-;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154650;348931;Catharus fuscescens;MVZ;11094141;-74095051;3;Coordenada Corresponde a la vereda Bella Vista, ajustado por elevación (1000 msnm);M. A. Carriker Jr.;2708;1964;10;1;10/01/1964;Colombia;Magdalena;Santa Marta;Bella Vista (1000 m);Bella Vista, Sierra Nevada de Santa Marta;1000;KEN;1;MVZ-154650;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154651;684053;Catharus fuscescens;MVZ;712539;-731198;5;Coordenadas del centro de la ciudad de Bucaramanga.;M. A. Carriker Jr.;2708;1964;11;11;11/11/1964;Colombia;Santander;Bucaramanga;Bucaramanga;Bucaramanga;1050;KEN;1;-;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154657;728283;Vireo flavifrons;MVZ;;;8;No se encontraron registros de La Cadena en Santander. Se encontraron dos registros de Cadena en Colombia: cerro en el municipio de Ataco (Tolima) y arroyo en el municipio de Mahates (Bolivar). Por tanto, no se posee información suficiente como para georeferenciar.;M. A. Carriker Jr.;2589;1964;11;13;11/13/1964;Colombia;Santander;;La Cadena (1840m);La Cadena;1840;;1;-;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154658;569835;Vireo altiloquus;MVZ;11244197;-74203508;5;Coordenadas asignadas al centro poblado;M. A. Carriker Jr.;2597;1964;10;12;10/12/1964;Colombia;Magdalena;Santa Marta;Santa Marta;Santa Marta;40;;1;MVZ-154658;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154659;571393;Vireo olivaceus;MVZ;11244197;-74203508;5;Coordenadas asignadas al centro poblado;M. A. Carriker Jr.;2594;1964;10;10;10/10/1964;Colombia;Magdalena;Santa Marta;Santa Marta;Santa Marta;40;;1;MVZ-154659;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154660;571394;Vireo olivaceus;MVZ;11244197;-74203508;5;Coordenadas asignadas al centro poblado;M. A. Carriker Jr.;2594;1964;10;10;10/10/1964;Colombia;Magdalena;Santa Marta;Santa Marta;Santa Marta;50;;1;MVZ-154660;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154661;728594;Vireo olivaceus;MVZ;694371;-73213627;3;Coordenadas corresponden al sector El Cedrito, al S del municipio de Girón a 1000 msnm;M. A. Carriker Jr.;2594;1964;10;15;10/15/1964;Colombia;Santander;Girón;Cedrito (1000m);El Cedrito;1000;KEN;1;-;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154662;728595;Vireo olivaceus;MVZ;694371;-73213627;3;Coordenadas corresponden al sector El Cedrito, al S del municipio de Girón a 1000 msnm;M. A. Carriker Jr.;2594;1964;10;15;10/15/1964;Colombia;Santander;Girón;Cedrito (1000m);El Cedrito;1000;KEN;1;-;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154663;728596;Vireo olivaceus;MVZ;694371;-73213627;3;Coordenadas corresponden al sector El Cedrito, al S del municipio de Girón a 1000 msnm;M. A. Carriker Jr.;2594;1964;10;10;10/10/1964;Colombia;Santander;Girón;Cedrito (1000m);El Cedrito;1000;KEN;1;-;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154694;501464;Protonotaria citrea;MVZ;11244197;-74203508;5;Coordenadas asignadas al centro poblado;M. A. Carriker Jr.;3210;1964;9;27;9/27/1964;Colombia;Magdalena;Santa Marta;Santa Marta;Santa Marta;20;;1;MVZ-154694;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154695;728145;Leiothlypis peregrina;MVZ;69333334;-7301667;Pendiente;;M. A. Carriker Jr.;3211;1965;1;9;1/09/1965;Colombia;Santander;Piedecuesta;Los Curos (1200m);Los Curos;1200;KEN;1;-;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154696;728196;Leiothlypis peregrina;MVZ;;;8;Se encontró un registro del Pozo Azufrado dentro del municipio de Palmas del Socorro. Sin embargo, no se encontraron coordenadas del mismo. Se optó por no realizar la georeferenciación, ya que no se posee información suficiente como para realizarla.;M. A. Carriker Jr.;3211;1965;2;9;2/09/1965;Colombia;Santander;Palmas del Socorro;Pozo Azufrado (600m);Pozo Azufrado;600;KEN;1;-;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154697;728165;Leiothlypis peregrina;MVZ;;;8;No se encontraron registros de La Cadena en Santander. Se encontraron dos registros de Cadena en Colombia: cerro en el municipio de Ataco (Tolima) y arroyo en el municipio de Mahates (Bolivar). Por tanto, no se posee información suficiente como para georeferenciar.;M. A. Carriker Jr.;3211;1964;11;13;11/13/1964;Colombia;Santander;;La Cadena (1840m);La Cadena;1840;KEN;1;-;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154698;728151;Leiothlypis peregrina;MVZ;7127253;-73181483;4;Coordenadas del aeropuerto Palonegro (Bucaramanga, Santander). No se ajustan a elevación registrada. No se encontró tal elevación a lo largo del Aeropuerto Palonegro.;M. A. Carriker Jr.;3211;1965;2;26;2/26/1965;Colombia;Santander;Bucaramanga;Palonegro;Palo Negro;1300;KEN;1;-;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154699;728185;Leiothlypis peregrina;MVZ;7085522;-73202736;3;Coordenadas dentro del municipio de lebrija ajustadas a elevación registrada, por La Laguna.;M. A. Carriker Jr.;3211;1964;12;31;12/31/1964;Colombia;Santander;Lebrija;Lebrija (1250m);Lebrija;1250;KEN;1;-;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154700;728131;Vermivora chrysoptera;MVZ;638443;-7291635;4;Coordenadas originales cercanas al Río Negro y Loma el Macanal, en Mogotes, municipio donde se encuentra el Alto de los Cacaos. No se ajustan a elevación registrada.;M. A. Carriker Jr.;3207;1964;11;20;11/20/1964;Colombia;Santander;Mogotes;Alto de los Cacaos Laguna;Laguna del Alto de los Cacaos;2750;;1;-;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154702;691824;Setophaga fusca;MVZ;;;8;No se encontraron registros de La Cadena en Santander. Se encontraron dos registros de Cadena en Colombia: cerro en el municipio de Ataco (Tolima) y arroyo en el municipio de Mahates (Bolivar). Por tanto, no se posee información suficiente como para georeferenciar.;M. A. Carriker Jr.;3226;1964;11;13;11/13/1964;Colombia;Santander;;La Cadena (1840m);La Cadena;1840;;1;-;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154703;691822;Setophaga fusca;MVZ;638443;-7291635;4;Coordenadas originales cercanas al Río Negro y Loma el Macanal, en Mogotes, municipio donde se encuentra el Alto de los Cacaos. No se ajustan a elevación registrada.;M. A. Carriker Jr.;3226;1936;11;30;11/30/1936;Colombia;Santander;Mogotes;Alto de los Cacaos Laguna;Laguna del Alto de los Cacaos;2750;;1;-;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154704;691750;Setophaga castanea;MVZ;;;8;Se encontró un registro del Pozo Azufrado dentro del municipio de Palmas del Socorro. Sin embargo, no se encontraron coordenadas del mismo. Se optó por no realizar la georeferenciación, ya que no se posee información suficiente como para realizarla.;M. A. Carriker Jr.;3225;1964;12;7;12/07/1964;Colombia;Santander;Palmas del Socorro;Pozo Azufrado (600m);Pozo Azufrado;600;;1;-;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154705;691751;Setophaga castanea;MVZ;;;8;Se encontró un registro del Pozo Azufrado dentro del municipio de Palmas del Socorro. Sin embargo, no se encontraron coordenadas del mismo. Se optó por no realizar la georeferenciación, ya que no se posee información suficiente como para realizarla.;M. A. Carriker Jr.;3225;1964;12;29;12/29/1964;Colombia;Santander;Palmas del Socorro;Pozo Azufrado (600m);Pozo Azufrado;600;;1;-;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154706;387293;Setophaga striata;MVZ;11244197;-74203508;5;Coordenadas asignadas al centro poblado;M. A. Carriker Jr.;3229;1964;10;12;10/12/1964;Colombia;Magdalena;Santa Marta;Santa Marta;Santa Marta;40;KEN;1;MVZ-154706;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154707;387294;Setophaga striata;MVZ;11244197;-74203508;5;Coordenadas asignadas al centro poblado;M. A. Carriker Jr.;3229;1964;10;17;10/17/1964;Colombia;Magdalena;Santa Marta;Santa Marta;Santa Marta;40;KEN;1;MVZ-154707;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154708;710385;Geothlypis philadelphia;MVZ;;;8;Se encontró un registro del Pozo Azufrado dentro del municipio de Palmas del Socorro. Sin embargo, no se encontraron coordenadas del mismo. Se optó por no realizar la georeferenciación, ya que no se posee información suficiente como para realizarla.;M. A. Carriker Jr.;3214;1964;12;7;12/07/1964;Colombia;Santander;Palmas del Socorro;Pozo Azufrado (600m);Pozo Azufrado;600;;1;-;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154709;718155;Setophaga ruticilla;MVZ;;;8;Se encontró un registro del Pozo Azufrado dentro del municipio de Palmas del Socorro. Sin embargo, no se encontraron coordenadas del mismo. Se optó por no realizar la georeferenciación, ya que no se posee información suficiente como para realizarla.;M. A. Carriker Jr.;3219;1964;9;2;9/02/1964;Colombia;Santander;Palmas del Socorro;Pozo Azufrado (600m);Pozo Azufrado;600;;1;-;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154710;718156;Setophaga ruticilla;MVZ;;;8;Se encontró un registro del Pozo Azufrado dentro del municipio de Palmas del Socorro. Sin embargo, no se encontraron coordenadas del mismo. Se optó por no realizar la georeferenciación, ya que no se posee información suficiente como para realizarla.;M. A. Carriker Jr.;3219;1965;2;19;2/19/1965;Colombia;Santander;Palmas del Socorro;Pozo Azufrado (600m);Pozo Azufrado;600;;1;-;
Aves Colombia [310112];Museum of Vertebrate Zoology, University of California, Berkeley;MVZ;Bird;154775;713753;Piranga rubra;MVZ;;;8;Se encontró un registro del Pozo Azufrado dentro del municipio de Palmas del Socorro. Sin embargo, no se encontraron coordenadas del mismo. Se optó por no realizar la georeferenciación, ya que no se posee información suficiente como para realizarla.;M. A. Carriker Jr.;3174;1964;12;7;12/07/1964;Colombia;Santander;Palmas del Socorro;Pozo Azufrado (600m);Pozo Azufrado;600;;1;-;
Aves Colombia [310112];American Museum of Natural History;AMNH;Bird;155264;681965;Buteo platypterus;AMNH;476333;-7446833;5;La coordenada corresponde a un punto próximo a la cabecera municipal;Manuel Gonzalez;390;1913;9;2;9/02/1913;Colombia;Cundinamarca;Anolaima;Anolaima;Anolaima;;;1;#N/A;
Biomap;Academy of Natural Sciences, Philadelphia;ANSP;ORN;175560;628303;Myiodynastes maculatus;ANSP;7086804;-73201411;3;Coordenadas dentro del municipio de lebrija ajustadas a elevación registrada, por La Laguna.;Carriker, M.A., Jr.;2389;1956;11;10;11/10/1956;Colombia;Santander;Lebrija;Lebrija (1200m);Lebrija, area;1200;;1;-;Female
Biomap;Academy of Natural Sciences, Philadelphia;ANSP;ORN;175615;500689;Progne chalybea;ANSP;11237403;-7412251;3;Coordenadas asignadas al corregimiento de Bonda, ajustadas por elevación (50m);Carriker, M.A., Jr.;2627;1955;10;20;10/20/1955;Colombia;Magdalena;Santa Marta;Bonda (50m);Bonda, area;50;;1;ANSP-175615;Male
Aves Colombia [310112];Field Museum of Natural History;FMNH;Aves;176402;520868;Parkesia noveboracensis;FMNH;5096417;-76558492;4;Coordenadas corresponden a un punto medio del Río Condoto;;3205;1909;4;14;4/14/1909;Colombia;Chocó;Condoto;Condoto Río;Condoto, Rio Condoto;;;1;FMNH-176402;
Aves Colombia [310112];Field Museum of Natural History;FMNH;Birds;176402;520869;Parkesia noveboracensis;FMNH;5096417;-76558492;4;Coordenadas corresponden a un punto medio del Río Condoto. No se ajusto a altura de etiqueta;;3205;1909;4;14;4/14/1909;Colombia;Chocó;Condoto;Condoto Río (46m);Condoto, Rio Condoto;45.72;;1;FMNH-176402;
Biomap;Academy of Natural Sciences, Philadelphia;ANSP;ORN;176638;571325;Vireo olivaceus;ANSP;11166637;-74150013;4;Coordenada corresponde a sitio La Tigrera;Carriker, M.A., Jr.;2594;1909;4;29;4/29/1909;Colombia;Magdalena;Santa Marta;La Tigrera;La Tigrera, area;0;;1;ANSP-176638;Male
Biomap;Academy of Natural Sciences, Philadelphia;ANSP;ORN;184401;523108;Spiza americana;ANSP;11227466;-74174858;4;Coordenada corresponde a Mamatoco en Santa Marta;Carriker, M.A., Jr.;3202;1909;9;16;9/16/1909;Colombia;Magdalena;Santa Marta;Mamatoco;Mamatoco, area;0;;1;ANSP-184401;Female
Biomap;Academy of Natural Sciences, Philadelphia;ANSP;ORN;184467;501279;Protonotaria citrea;ANSP;11175896;-74240278;4;Coordenada asignada a Punta de Caimán (=Punta La Gloria?), altura 16 msnm;Carriker, M.A., Jr.;3210;1909;10;1;10/01/1909;Colombia;Magdalena;Santa Marta;Punta Caimán;Caiman, punta;0;;1;ANSP-184467;Male
Biomap;Academy of Natural Sciences, Philadelphia;ANSP;ORN;184487;571187;Vireo olivaceus;ANSP;11166637;-74150013;4;Coordenada corresponde a sitio La Tigrera;Carriker, M.A., Jr.;2594;1909;5;9;5/09/1909;Colombia;Magdalena;Santa Marta;La Tigrera;La Tigrera, area;0;KEN;1;ANSP-184487;Male
Biomap;Field Museum of Natural History;FMNH;;226810;591888;Catharus ustulatus;FMNH;225;-7608333333;1;0;Carriker, M.A., Jr.;2710;1956;2;22;2/22/1956;Colombia;Huila;La Plata;Agrado;Agrado, area;Unknown;KEN;1;-;Male
Biomap;Field Museum of Natural History;FMNH;;226950;638052;Piranga rubra;FMNH;2241644;-76156543;3;Coordenada corregida por altura;Carriker, M.A., Jr.;3174;1956;2;15;2/15/1956;Colombia;Huila;La Plata;Moscopán (Santa Leticia) Inspección (3000m);Moscopan, area;Unknown;;1;-;Male
Biomap;Field Museum of Natural History;FMNH;;249544;588737;Buteo platypterus;FMNH;2301746;-76240006;5;Se predispone localidad Las Tijeras por Tijeras, corresponde distribucion de la especie;Carriker, M.A., Jr.;390;1957;12;2;12/02/1957;Colombia;Huila;La Plata;Tijeras;Tijeras, area;Unknown;;1;-;Female
Biomap;Field Museum of Natural History;FMNH;;249545;588738;Buteo platypterus;FMNH;2301746;-76240006;5;Se predispone localidad Las Tijeras por Tijeras, corresponde distribucion de la especie;Carriker, M.A., Jr.;390;1957;2;19;2/19/1957;Colombia;Huila;La Plata;Tijeras;Tijeras, area;Unknown;;1;-;Male
Biomap;Field Museum of Natural History;FMNH;;249929;661344;Cardellina canadensis;FMNH;2301746;-76240006;5;Se predispone localidad Las Tijeras por Tijeras, corresponde distribucion de la especie;Carriker, M.A., Jr.;3258;1957;2;13;2/13/1957;Colombia;Huila;La Plata;Tijeras;Tijeras, area;Unknown;KEN;1;-;Male
Biomap;Field Museum of Natural History;FMNH;;251354;628230;Myiodynastes maculatus;FMNH;2265837;-75804816;3;Coordenada corregida por altura;Carriker, M.A., Jr.;2389;1958;10;26;10/26/1958;Colombia;Huila;Pital;Pital;Pital, area;Unknown;;1;-;Male
Biomap;Field Museum of Natural History;FMNH;;251355;659777;Tyrannus tyrannus;FMNH;2265837;-75804816;3;Coordenada corregida por altura;Carriker, M.A., Jr.;2398;1958;10;28;10/28/1958;Colombia;Huila;Pital;Pital;Pital, area;Unknown;KEN;1;-;Female
Biomap;Field Museum of Natural History;FMNH;;251359;608889;Empidonax alnorum;FMNH;2265837;-75804816;3;Coordenada corregida por altura;Carriker, M.A., Jr.;2289;1958;10;29;10/29/1958;Colombia;Huila;Pital;Pital;Pital, area;Unknown;KEN;1;-;Male
Biomap;Field Museum of Natural History;FMNH;;251360;608890;Empidonax alnorum;FMNH;2265837;-75804816;3;Coordenada corregida por altura;Carriker, M.A., Jr.;2289;1958;10;27;10/27/1958;Colombia;Huila;Pital;Pital;Pital, area;Unknown;KEN;1;-;Male
Biomap;Field Museum of Natural History;FMNH;;251366;640215;Pygochelidon cyanoleuca;FMNH;2265837;-75804816;3;Coordenada corregida por altura;Carriker, M.A., Jr.;2614;1958;4;11;4/11/1958;Colombia;Huila;Pital;Pital;Pital, area;Unknown;;1;-;Male
Biomap;Field Museum of Natural History;FMNH;;251367;640216;Pygochelidon cyanoleuca;FMNH;2265837;-75804816;3;Coordenada corregida por altura;Carriker, M.A., Jr.;2614;1958;4;11;4/11/1958;Colombia;Huila;Pital;Pital;Pital, area;Unknown;;1;-;Female
Biomap;Field Museum of Natural History;FMNH;;251396;660857;Vireo flavoviridis;FMNH;2018388;-75762398;3;Coordenada corregida por altura;Carriker, M.A., Jr.;2596;1958;7;11;7/11/1958;Colombia;Huila;Guadalupe;Guadalupe;Guadalupe, area;Unknown;;1;-;Unknown
Biomap;Field Museum of Natural History;FMNH;;251410;661317;Cardellina canadensis;FMNH;2265837;-75804816;3;Coordenada corregida por altura;Carriker, M.A., Jr.;3258;1958;10;24;10/24/1958;Colombia;Huila;Pital;Pital;Pital, area;Unknown;KEN;1;-;Male
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";2533324201;353730;Charadrius wilsonia;USNM;11004178;-74241656;5;Coordenadas asignadas al centro poblado;F. Gaige;460;1913;8;22;8/22/1913;Colombia;Magdalena;Ciénaga;Ciénaga;Cienaga;;;1;USNM-253332,4200648;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";2533334201;353731;Charadrius wilsonia;USNM;11004178;-74241656;5;Coordenadas asignadas al centro poblado;F. Gaige;460;1913;8;22;8/22/1913;Colombia;Magdalena;Ciénaga;Ciénaga;Cienaga;;;1;USNM-253333,4200649;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";2533344201;353732;Charadrius wilsonia;USNM;11004178;-74241656;5;Coordenadas asignadas al centro poblado;F. Gaige;460;1913;8;22;8/22/1913;Colombia;Magdalena;Ciénaga;Ciénaga;Cienaga;;;1;USNM-253334,420065;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";2533354201;353733;Charadrius wilsonia;USNM;11004178;-74241656;5;Coordenadas asignadas al centro poblado;F. Gaige;460;1913;8;22;8/22/1913;Colombia;Magdalena;Ciénaga;Ciénaga;Cienaga;;;1;USNM-253335,4200651;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";2533364201;353734;Charadrius wilsonia;USNM;11004178;-74241656;5;Coordenadas asignadas al centro poblado;F. Gaige;460;1913;8;22;8/22/1913;Colombia;Magdalena;Ciénaga;Ciénaga;Cienaga;;;1;USNM-253336,4200652;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";2533394201;557561;Tringa solitaria;USNM;11004178;-74241656;5;Coordenadas asignadas al centro poblado;A. Ruthven;517;1913;8;23;8/23/1913;Colombia;Magdalena;Ciénaga;Ciénaga;Cienaga;;;1;USNM-253339,4200655;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";2533404201;556770;Tringa flavipes;USNM;11004178;-74241656;5;Coordenadas asignadas al centro poblado;F. Gaige;521;1913;8;23;8/23/1913;Colombia;Magdalena;Ciénaga;Ciénaga;Cienaga;;;1;USNM-253340,4200656;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";2533414201;556771;Tringa flavipes;USNM;11004178;-74241656;5;Coordenadas asignadas al centro poblado;F. Gaige;521;1913;8;23;8/23/1913;Colombia;Magdalena;Ciénaga;Ciénaga;Cienaga;;;1;USNM-253341,4200657;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";2533424201;556772;Tringa flavipes;USNM;11004178;-74241656;5;Coordenadas asignadas al centro poblado;F. Gaige;521;1913;8;23;8/23/1913;Colombia;Magdalena;Ciénaga;Ciénaga;Cienaga;;;1;USNM-253342,4200658;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";2533434201;556773;Tringa flavipes;USNM;11004178;-74241656;5;Coordenadas asignadas al centro poblado;F. Gaige;521;1913;8;22;8/22/1913;Colombia;Magdalena;Ciénaga;Ciénaga;Cienaga;;;1;USNM-253343,4200659;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";2533444201;556774;Tringa flavipes;USNM;11004178;-74241656;5;Coordenadas asignadas al centro poblado;F. Gaige;521;1913;8;23;8/23/1913;Colombia;Magdalena;Ciénaga;Ciénaga;Cienaga;;;1;USNM-253344,420066;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";2533584046;393146;Egretta tricolor;USNM;11004178;-74241656;5;Coordenadas asignadas al centro poblado;F. Gaige;311;1913;8;22;8/22/1913;Colombia;Magdalena;Ciénaga;Ciénaga;Cienaga;;;1;USNM-253358,4046277;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";2533774201;359990;Chordeiles acutipennis;USNM;11004178;-74241656;5;Coordenadas asignadas al centro poblado;F. Gaige;714;1913;8;22;8/22/1913;Colombia;Magdalena;Ciénaga;Ciénaga;Cienaga;;;1;USNM-253377,4200674;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";2534374375;567089;Tyrannus savana;USNM;10506891;-74177416;5;Coordenada ajustada al centro poblacdo;F. Gaige;2397;1913;8;15;8/15/1913;Colombia;Magdalena;Fundación;Fundación;Fundacion;;;1;USNM-253437,4374866;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";2534434372;458797;Myiodynastes maculatus;USNM;10506891;-74177416;5;Coordenada ajustada al centro poblacdo;A. Ruthven;2389;1913;8;7;8/07/1913;Colombia;Magdalena;Fundación;Fundación;Fundacion;;;1;USNM-253443,4371674;
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";2558054047;697116;Fulica americana;USNM;469369;-742745;4;Coordenadas corresponden a la laguna de la Herrera al S de Bogotá, se determina por descripcion de otra etiqueta y por presentar especies de aves acuáticas;M. Gonzalez;446;1913;5;13;5/13/1913;Colombia;Cundinamarca;Mosquera;La Herrera, S of Bogotá;La Herrera, S of Bogota;2650;;1;-;
Aves Colombia [310112];National Museum of Natural History, Smithsonian Institution (USNM);USNM;"Vertebrate Zoology; Birds";256242438;715160;Pygochelidon cyanoleuca;USNM;5574088;-75376088;4;Punto corresponde al caserio El Eden en los andes centrales, coordenadas corregidas por altura;A. Allen & L. Miller;2614;1911;10;21;10/21/1911;Colombia;Caldas;Aguadas;Caserio El Edén (2500m);El Eden, E Quindio;2530;;1;-;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";2562504303;570997;Vireo olivaceus;USNM;4134327;-7630451;3;Coordenadas corresponden al Rio Cauca en Riofío (1067m);A. Allen & L. Miller;2594;1911;11;23;11/23/1911;Colombia;Valle del Cauca;Riofrío;Cauca Río (1067m);Rio Frio;1067;;1;USNM-256250,4303372;
Biomap;Field Museum of Natural History;FMNH;;262729;660908;Vireo olivaceus;FMNH;711317;-732178;5;Coordenadas de la cabecera municipal de Lebrija, Santander.;Carriker, M.A., Jr.;2594;1960;2;10;2/10/1960;Colombia;Santander;Lebrija;Lebrija;Lebrija, area;Unknown;KEN;1;-;Male
Biomap;Field Museum of Natural History;FMNH;;262730;660909;Vireo olivaceus;FMNH;711317;-732178;5;Coordenadas de la cabecera municipal de Lebrija, Santander.;Carriker, M.A., Jr.;2594;1960;4;10;4/10/1960;Colombia;Santander;Lebrija;Lebrija;Lebrija, area;Unknown;KEN;1;-;Male
Biomap;Field Museum of Natural History;FMNH;;262731;660858;Vireo flavoviridis;FMNH;711317;-732178;5;Coordenadas de la cabecera municipal de Lebrija, Santander.;Carriker, M.A., Jr.;2596;1960;4;10;4/10/1960;Colombia;Santander;Lebrija;Lebrija;Lebrija, area;Unknown;;1;-;Male
Biomap;Field Museum of Natural History;FMNH;;262744;660494;Leiothlypis peregrina;FMNH;7126665;-73184375;4;Coordenadas del Aeropuerto Palo Negro en Lebrija.;Carriker, M.A., Jr.;3211;1960;11;25;11/25/1960;Colombia;Santander;Lebrija;Palo Negro;Palo Negro, area;Unknown;KEN;1;-;Male
Biomap;Field Museum of Natural History;FMNH;;262745;604934;Setophaga castanea;FMNH;7126665;-73184375;4;Coordenadas del Aeropuerto Palo Negro en Lebrija.;Carriker, M.A., Jr.;3225;1960;11;21;11/21/1960;Colombia;Santander;Lebrija;Palo Negro;Palo Negro, area;Unknown;;1;-;Female
Biomap;Field Museum of Natural History;FMNH;;262746;639373;Protonotaria citrea;FMNH;73902;-735543;4;Coordenadas de Corregimiento La Gómez en Sabana de Torres (Santander).;Carriker, M.A., Jr.;3210;1961;1;24;1/24/1961;Colombia;Santander;Sabana de Torres;La Gómez;La Gomez, area;Unknown;;1;-;Female
Biomap;Field Museum of Natural History;FMNH;;262763;635128;Pheucticus ludovicianus;FMNH;73902;-735543;4;Coordenadas de Corregimiento La Gómez en Sabana de Torres (Santander).;Carriker, M.A., Jr.;3188;1961;1;24;1/24/1961;Colombia;Santander;Sabana de Torres;La Gómez;La Gomez, area;Unknown;;1;-;Female
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";346330;344972;Antrostomus carolinensis;USNM;11405058;-723436;6;Coordenadas corresponden a límite de los municipio de Riohacha y Maicao, en donde se localiza el arroyo El Salado, afluente de la quebrada Moreno;A. Wetmore & M. Carriker;743;1941;4;10;4/10/1941;Colombia;La Guajira;Maicao;Arroyo Salado;Maicao, Arroyo Salado;;;1;USNM-346330;
Aves Colombia [310112];National Museum of Natural History;USNM;"Vertebrate Zoology; Birds";3463304074;344973;Antrostomus carolinensis;USNM;11405058;-723436;6;Coordenadas corresponden a límite de los municipio de Riohacha y Maicao, en donde se localiza el arroyo El Salado, afluente de la quebrada Moreno;A. Wetmore & M. Carriker;743;1941;4;10;4/10/1941;Colombia;La Guajira;Maicao;Arroyo Salado;Maicao, Arroyo Salado;;;1;USNM-346330,4073545;
